Key,Comments,Russian,English,English - final,Czech,PortugueseBrazilian,Spanish,Polska,SimplifiedChinese,TraditionalChinese,Japanese,Korean,Deutsch,French,Italiana,Turkish,Hungarian,Ukrainian,Vietnamese
mind.battle_commander_surrender,,Мой командир сдался!,My commander has surrendered!,My commander has surrendered!,Můj velitel se vzdal!,Meu comandante se rendeu!,¡Mi comandante se ha rendido!,Mój dowódca się poddał!,我的指挥官投降了！,我的指揮官投降了！,指揮官が投降した！,우리 지휘관이 항복했다!,Mein Kommandant hat sich ergeben!,Notre capitaine nous a abandonnés !,Il mio comandante si è arreso!,Kumandanım teslim oldu!,A parancsnokom megadta magát!,Мій командир здався!,Chỉ huy của tôi đã đầu hàng!
mind.battle_enemy_commander_surrender,,Командир врага сдался!,Enemy commander has surrendered!,Enemy commander has surrendered!,Nepřátelský velitel se vzdal!,O comandante inimigo se rendeu!,¡El comandante enemigo se ha rendido!,Wrogi dowódca się poddał!,敌方指挥官投降了！,敵隊指揮官投降了！,敵の指揮官が投降した！,적 지휘관이 항복했다!,Feindlicher Kommandant hat sich ergeben!,Le capitaine adverse s'est rendu !,Il comandante nemico si è arreso!,Düşman kumandan teslim oldu!,Az ellenséges parancsnok megadta magát!,Ворожий командир здався!,Chỉ huy kẻ thù đã đầu hàng!
mind.battle_enemy_soldier_surrender,,Воин противника сдался!,Enemy warrior has surrendered!,Enemy warrior has surrendered!,Nepřátelský válečník se vzdal!,Um guerreiro inimigo se rendeu!,¡Un guerrero enemigo se ha rendido!,Wrogi wojownik się poddał!,敌方战士投降了！,敵隊戰士投降了！,敵の戦士が投降した！,적 전사가 항복했다!,Feindlicher Krieger hat sich ergeben!,Un soldat ennemi s'est rendu !,Un guerriero nemico si è arreso!,Düşman savaşçı teslim oldu!,Az ellenséges harcos elmenekült!,Ворожий воїн здався!,Chiến binh kẻ thù đã đầu hàng!
mind.battle_enemy_soldier_dead,,Воин противника убит!,Enemy warrior has been killed!,Enemy warrior has been killed!,Nepřátelský válečník byl zabit!,Um guerreiro inimigo foi morto!,¡Un guerrero enemigo ha caído!,Wrogi wojownik poległ!,敌方战士被杀了！,敵隊戰士陣亡了！,敵の戦士が死んだ！,적 전사가 사망했다!,Feindlicher Krieger wurde getötet!,Un soldat ennemi a été tué !,Un guerriero nemico è stato ucciso!,Düşman savaşçı öldürüldü!,Az ellenséges harcos meghalt!,Ворожого воїна вбито!,Chiến binh kẻ thù đã bị giết!
mind.battle_win,hint_mind_battle_win,Победа в битве,Victory in battle,Victory in battle,Vítězství v bitvě,Vitória na batalha,Victoria en batalla,Triumf w bitwie,战斗胜利,戰鬥獲勝了,戦闘での勝利,전투 승리,Sieg in der Schlacht,Bataille remportée,Vittoria in battaglia,Savaş zaferi,Győzelem a harcmezőn,Перемога в битві,Chiến thắng trong trận chiến
mind.catharsis,hint_mind_catharsis,Катарсис,Catharsis,Catharsis,Katarze,Catarse,Catarsis,Katharsis,情感宣泄,宣洩情緒,カタルシス,카타르시스,Katharsis,Cathartique,Catarsi,Katarsis,Katarzis,Катарсис,Giải tỏa cảm xúc
mind.close_actor_dead,hint_mind_close_actor_dead,Смерть близкого,Death of a loved one,Death of a loved one,Smrt milované osoby,Morte de um ente querido,Muerte de un ser querido,Śmierć bliskiej osoby,亲人去世,至親逝世,愛する人の死,사랑하는 이의 죽음,Tot einer geliebten Person,Mort d'un être cher,Morte di una persona cara,Sevdiği birinin ölümü,Egy szerette meghalt,Смерть близької людини,Cái chết của người thân yêu
mind.close_actor_heavy_disease,hint_mind_close_actor_heavy_disease,Тяжелая болезнь близкого,Serious illness of a loved one,Serious illness of a loved one,Vážné onemocnění milované osoby,Doença grave de um ente querido,Enfermedad grave de un ser querido,Poważna choroba bliskiej osoby,亲人重病,至親重病,愛する人が重病にかかる,사랑하는 이의 중병,Schwerer Erkrankung einer geliebten Person,Être cher atteint d'une maladie grave,Grave malattia di una persona cara,Sevdiği birinin çok ciddi bir hastalık yaşaması,Egy szerette súlyosan beteg,Тяжка хвороба близької людини,Bệnh nghiêm trọng của người thân yêu
mind.close_actor_low_mid_disease,hint_mind_close_actor_low_mid_disease,Тревога за здоровье близкого,Concern for the health of a loved one,Concern for the health of a loved one,Starost o zdraví milované osoby,Preocupação pela saúde de um ente querido,Preocupación por la salud de un ser querido,Obawa o zdrowie bliskiej osoby,关心亲人的健康,至親生病,愛する人の健康が気になる,사랑하는 이의 건강 걱정,Sorgen um die Gesundheit einer geliebten Person,Inquiétudes pour la santé d'un être cher,Preoccupazione per la salute di una persona cara,Sevdiği birinin sağlığı için endişe,Aggódik egy szerette egészségéért,Хвилювання за здоров'я близької людини,Lo lắng cho sức khỏe của người thân yêu
mind.close_actor_punish,hint_mind_close_actor_punish,Наказание близкого,Punishment of a loved one,Punishment of a loved one,Potrestání milované osoby,Punição de um ente querido,Castigo de un ser querido,Ukaranie bliskiej osoby,亲人受罚,至親受罰,愛する人への処罰,사랑하는 이의 처벌,Bestrafung einer geliebten Person,Un être cher a subi une punition,Punizione di una persona cara,Sevdiği birinin cezalandırılması,Egy szerette meg lett fenyítve,Покарання близької людини,Trừng phạt người thân yêu
mind.conversation_fatigue,hint_mind_conversation_fatigue,Усталость от переговоров,Fatigue from negotiations,Fatigue from negotiations,Únava z vyjednávání,Fadiga por negociar,Fatiga de las conversaciones,Zmęczenie negocjacjami,疲于谈判,交際疲勞,交渉疲れ,협상으로 인한 피로,Erschöpft vom Verhandeln,Fatigue due aux négociations,Fatica da trattative,Müzakere yorgunluğu,Fáradtság a tárgyalások miatt,Втома від переговорів,Mệt mỏi vì đàm phán
mind.conversation_reward,hint_mind_conversation_reward,Награжден,Awarded,Awarded,Získání ocenění,Recebeu recompensa,Recompensado,Nagrodzono mnie,受到嘉奖,受到賞賜,報われた,수여받음,Belohnt,A reçu une récompense,Ricompensa,Ödüllendirildi,Kitüntetve,Винагороджено,Được thưởng
mind.conversation_threat,hint_mind_conversation_threat,Подвергся угрозам,Subjected to threats,Subjected to threats,Výhružky,Recebeu ameaças,Sometido a amenazas,Grożono mi,受到威胁,受到威脅,脅迫を受けた,위협받음,Wird bedroht,A reçu des menaces,Sotto minaccia,Tehdit edildi,Fenyegetéseknek kitéve,Отримує погрози,Bị đe dọa
mind.conversation.rumors,hint_mind_conversation_rumors,Обсудили слухи,Discussed rumors,Discussed rumors,Probírané drby,Discutiu rumores,Ha debatido sobre rumores,Rozmowa o plotkach,讨论传闻,討論八卦,噂について話し合った,소문에 대해 논의함,Diskutierte Gerüchte,A parlé des rumeurs,Discussione di indiscrezioni,Dedikodu yaptı,Pletykált,Обговорені чутки,Bị bàn tán
mind.crime_criminal_not_punished,hint_mind_crime_criminal_not_punished,Преступник не наказан,Criminal goes unpunished,Criminal goes unpunished,Nepotrestaný zločin,Criminoso ficou impune,Un criminal no recibe ningún castigo,Przestępca jest bezkarny,罪犯逍遥法外,犯人逍遙法外,犯罪者が罪を逃れる,범죄자가 처벌받지 않음,Verbrecher bleibt ungestraft,Trop d'indulgence pour les criminels,Criminale impunito,Suçlular cezalandırılmıyor,Egy bűnöző büntetlen maradt,Злочинець уникнув кари,Tội phạm không bị trừng phạt
mind.crime_punished,hint_mind_crime_punished,Был наказан,Has been punished,Has been punished,Oběť trestu,Recebeu punição,Ha recibido un castigo,Ukarano mnie,被惩罚,受到責罰,処罰された,처벌받음,Wurde bestraft,A reçu une punition,Ha subito un castigo,Cezalandırıldı,Meg lett büntetve,Зазнає кари,Đã bị trừng phạt
mind.crime_unfairly_punished,hint_mind_crime_unfairly_punished,Жертва произвола,Victim of abuse,Victim of abuse,Oběť zneužívání,Vítima de abuso,Víctima de abuso,Ofiara nękania,受虐待的受害者,受到虐待,虐待の被害者,모욕 피해자,Opfer einer Misshandlung,Victime d'une erreur judiciaire,Vittima di abusi,Şiddet kurbanı,Bántalmazás áldozata,Жертва несправедливого покарання,Nạn nhân của sự lạm dụng
mind.crime_victim,hint_mind_crime_victim,Жертва преступления,Victim of a crime,Victim of a crime,Oběť zločinu,Vítima de um crime,Víctima de un crimen,Ofiara przestępstwa,遭到迫害,犯罪受害者,犯罪の被害者,범죄 피해자,Opfer eines Verbrechens,Victime d'un crime,Vittima di un crimine,Suç kurbanı,Bűntett áldozata,Жертва злочину,Nạn nhân của một tội ác
mind.deep_talk,hint_mind_deep_talk,Душевно пообщался!,Had a meaningful conversation!,Had a meaningful conversation!,Má za sebou významný rozhovor!,Teve uma conversa significativa!,¡Ha tenido una conversación importante!,Odbyto głęboką rozmowę!,进行了有意义的对话！,深度交流,有意義な会話ができた！,의미 있는 대화를 나눔!,Hatte ein tiefgründiges Gespräch!,A eu une conversation intéressante !,Ha avuto una conversazione significativa!,Anlamlı bir sohbet gerçekleştirdi!,Volt egy tartalmas beszélgetése!,Була змістовна розмова!,Đã có cuộc trò chuyện ý nghĩa!
mind.dice_of_fate_bad_luck,hint_mind_dice_of_fate_bad_luck,Кости предсказывают потерю!,Bones predict loss!,Bones predict loss!,Kosti předpovídají prohru!,Os ossos preveem perda!,¡Los huesos predicen la derrota!,Kości zwiastują stratę!,骨头预示着损失！,占卜出霉運！,骨占術で敗北すると出ている！,뼈점에서 패배가 나옴!,Die Knochen prophezeien Verlust!,Les os prédisent un destin funeste !,Le ossa predicono una perdita!,Kemikler mağlubiyet diyor!,A csontok veszteséget jósolnak!,Кістки пророкують втрату!,Xương báo hiệu sự mất mát!
mind.dice_of_fate_luck,hint_mind_dice_of_fate_luck,Кости обещают мне удачу!,Bones promise me luck!,Bones promise me luck!,Kosti mi slibují štěstí!,Os ossos me prometem sorte!,¡Los huesos me prometen fortuna!,Kości zwiastują sukces!,骨头给我带来好运！,占卜出好運！,骨占術で幸運が約束されている！,뼈점에서 행운을 약속함!,Die Knochen prophezeien mir Glück!,Les os prédisent une bonne fortune !,Le ossa mi promettono fortuna!,Kemikler şans vaadi veriyor!,A csontok szerencsét ígérnek!,Кістки обіцяють щастя!,Xương hứa hẹn sẽ mang lại may mắn cho tôi!
mind.disease_death_inevitable,hint_mind_disease_death_inevitable,Смерть неизбежна,Death is inevitable,Death is inevitable,Smrt je nevyhnutelná,A morte é inevitável,La muerte es inevitable,Śmierć jest nieuchronna,死亡是不可避免的,大限將至,死は避けられない,피할 수 없는 죽음,Tod ist unvermeidbar,La mort est inévitable,La morte è inevitabile,Ölüm kaçınılmaz,A halál elkerülhetetlen,Неминуча смерть,Cái chết là điều không thể tránh khỏi
mind.disease_easy,hint_mind_disease_easy,Легкая болезнь,Mild illness,Mild illness,Lehká nemoc,Doença leve,Enfermedad leve,Lekka choroba,轻症,輕微傷病,軽病,경증 질병,Leichte Krankheit,Maladie bénigne,Malattia lieve,Hafif hastalık,Enyhe betegség,Легка хвороба,Bệnh nhẹ
mind.disease_hard,hint_mind_disease_hard,Тяжелая болезнь,Severe illness,Severe illness,Vážná nemoc,Doença grave,Enfermedad grave,Poważna choroba,重病,重大傷病,重病,중증 질병,Schwere Krankheit,Maladie grave,Malattia grave,Ağır hastalık,Súlyos betegség,Тяжка хвороба,Bệnh nặng
mind.disease_middle,НЕ ИСПОЛЬЗУЕТСЯ,Средняя болезнь,Moderate illness,Moderate illness,Středně těžká nemoc,Doença moderada,Enfermedad moderada,Umiarkowana choroba,中度疾病,中度傷病,普通の病気,일반 질병,Mittelschwere Krankheit,Maladie inquiétante,Malattia moderata,Orta derece hastalık,Középsúlyos betegség,Хвороба середньої тяжкості,Bệnh vừa phải
mind.drank,hint_mind_drank,Действие алкоголя,Effect of alcohol,Effect of alcohol,Účinek alkoholu,Efeito do álcool,Efecto del alcohol,Efekt alkoholu,酒精效果,酒精影響,アルコールの影響,술의 효과,Auswirkungen von Alkohol,Sous l'effet de l'alcool,Effetto degli alcolici,Alkol etkisi,Az alkohol hatása,Під дією алкоголю,Tác dụng của rượu
mind.drank_nectar,hint_mind_drank_nectar,Действие нектара,Effect of nectar,Effect of nectar,Účinek nektaru,Efeito do néctar,Efecto del néctar,Efekt nektaru,蜜酿效果,蜜露影響,ネクタルの影響,넥타의 효과,Einfluss von Nektar,Sous l'effet du nectar,Effetto del nettare,Nektar etkisi,A nektár hatása,Під дією нектару,Tác dụng của mật hoa
mind.beer_addiction,hint_mind_beer_addiction,Острое желание выпить пива,Craving for beer,Craving for beer,Touha po pivu,Desejo de cerveja,Ansia de tomar cerveza,Chcę piwa,渴求啤酒,酒癮發作,ビールへの飢え,맥주 갈망 중,Wünscht sich Bier,A envie de bière,Brama di birra,Canı bira çekiyor,Sörre vágyik,Тягне на пиво,Thèm uống bia
mind.nectar_addiction,hint_mind_nectar_addiction,Острое желание выпить нектар,Craving for nectar,Craving for nectar,Touha po nektaru,Desejo de néctar,Ansia de tomar néctar,Chcę nektaru,渴求蜜酿,蜜露癮發作,ネクタルへの飢え,넥타 갈망 중,Wünscht sich Nektar,A envie de nectar,Brama di nettare,Canı nektar çekiyor,Nektárra vágyik,Тягне на нектар,Thèm uống mật hoa
mind.enemy_actor_dead,hint_mind_enemy_actor_dead,Смерть врага,Death of an enemy,Death of an enemy,Smrt nepřítele,Morte de um inimigo,Muerte de un enemigo,Śmierć wroga,敌人死亡,敵人身亡,敵の死,적의 죽음,Tod eines Feindes,Mort d'un ennemi,Morte di un nemico,Düşmanın ölümü,Egy ellenség halála,Смерть ворога,Cái chết của kẻ thù
mind.enemy_actor_heavy_disease,hint_mind_enemy_actor_heavy_disease,Надежда на смерть врага,Hope for the death of an enemy,Hope for the death of an enemy,Doufá ve smrt nepřítele,Espera a morte de um inimigo,Esperanza de que un enemigo muera,Nadzieja na śmierć wroga,希望敌人死亡,期待敵人身亡,敵の死を願う,적의 죽음을 바람,Hofft auf den Tod eines Feindes,Espère la mort d'un ennemi,Speranza per la morte di un nemico,Düşmanın ölümünü umuyor,Reménykedik egy ellenség halálában,Надія на смерть ворога,Chờ đợi cái chết của kẻ thù
mind.envy_happy,hint_mind_envy_happy,Завидует,Envious,Envious,Závistivost,Inveja,Envidioso,Zazdroszczę,嫉妒,嫉妒心重,妬ましい,질투,Missgünstig,Envie,Invidia,Haset,Irigy,Заздрісний,Ghen tị
mind.evil_joke,hint_mind_evil_joke,Надо мной посмеялись!,Was laughed at!,Was laughed at!,Terč posměchu!,Vítima de zombaria,Ha sufrido burlas,Wyśmiano mnie,被嘲笑了！,受人嘲笑！,笑われた！,비웃음당함!,Wurde ausgelacht!,A subit des moqueries,Ha subito una derisione!,Dalga geçildi!,Kinevették!,Осміяно!,Bị cười nhạo!
mind.execution_watch,hint_mind_execution_watch,Зрелище казни,Spectacle of an execution,Spectacle of an execution,Pozorování popravy,Espetáculo de execução,Espectáculo de una ejecución,Spektakl kaźni,处决的场面,觀賞處決,処刑の観覧,처형 구경,Spektakel einer Hinrichtung,A assisté à une exécution,Spettacolo di un'esecuzione,İdam töreni,Egy kivégzés látványa,Видовище старти,Cảnh hành quyết
mind.exhaustion,hint_mind_exhaustion,Истощение,Exhaustion,Exhaustion,Vyčerpání,Exaustão,Agotamiento,Wycieńczenie,疲惫,飢餓衰竭,疲労困憊,탈진,Überanstrengung,Épuisement,Sfinimento,Yorgunluk,Kimerültség,Виснаження,Mệt mỏi
mind.faction_actor_dead,hint_mind_faction_actor_dead,Смерть члена семьи,Death of a family member,Death of a family member,Smrt člena rodiny,Morte de um membro da família,Muerte de un miembro de la familia,Śmierć członka rodziny,家庭成员去世,家人逝世,家族の死,가족의 사망,Tod eines Familienmitglieds,Perte d'un membre de sa famille,Morte di un familiare,Aile ferdinin ölümü,Egy családtag halála,Смерть рідної людини,Cái chết của một thành viên trong gia đình
mind.fanatic,hint_mind_fanatic,Фанатично верующий,Fanatically religious,Fanatically religious,Fanatická pobožnost,Fanaticamente religioso,Fanatismo religioso,Religijny fanatyzm,狂热的宗教信徒,狂熱信仰,狂信的な宗教,광신도,Fanatisch religiös,Fanatisme religieux,Fanatismo religioso,Fanatik dindar,Fanatikusan vallásos,Фанатична релігійність,Tôn thờ tôn giáo một cách cuồng tín
mind.fight_positive,hint_mind_fight_positive,Выпустил пар!,Let off steam!,Let off steam!,Vypuštění páry,Extravasando!,¡Ha liberado tensiones!,Rozładowano emocje,发泄一下！,酣暢淋漓！,息抜きをする！,화를 풀자!,Hat Dampf abgelassen!,Se défoule au combat,Si diverte!,Stres attı!,Kiengedi a gőzt!,Випущено пару!,Giải tỏa cảm xúc!
mind.flattery,hint_mind_flattery,Польщен,Flattered,Flattered,Poslouchání lichotek,Recebeu lisonjeio,Ha recibido adulaciones,Schlebiano mi,被奉承,受人奉承,お世辞を言われた,아첨받음,Geschmeichelt,A reçu des compliments,Adulazione ricevuta,Gururu okşandı,Meg van tisztelve,Улещено,Được tâng bốc
mind.force_action_task,hint_mind_force_action_task,Стресс от принуждения,Stress from coercion,Stress from coercion,Stres z nátlaku,Estresse da coerção,Estrés por extorsión,Stres w wyniku przymusu,强迫带来的压力,被迫,強制によるストレス,강요로 인한 스트레스,Stress durch Nötigung,Stress dû à de la coercition,Stress da coercizione,Baskı nedeniyle stresli,Kényszer okozta stressz,Стрес від примушення,Căng thẳng do bị cưỡng ép
mind.seduce_task,hint_mind_seduce_task,Меня использовали,I have been used,I have been used,Zneužili mě,Usaram-me,Me han utilizado,Wykorzystano mnie,我被利用了,我被利用了,利用された,이용당했어,Ich wurde benutzt,On s'est servi de moi,Mi hanno usato,Kullanıldım,Kihasználtak,Мною скористалися,Tôi đã bị lợi dụng
mind.game_of_dice_loose,hint_mind_game_of_dice_loose,Проигрыш в кости,Lost in a dice game,Lost in a dice game,Prohra v kostkách,Perda no jogo de dados,Ha perdido una partida de dados,Przegrana w kości,输掉一局骰子游戏,賭骰子輸了,さいころ賭博で負けた,주사위 게임에서 패배,Hat beim Würfelspiel verloren,A perdu aux dés,Sconfitta ai dadi,Zarda kaybetti,Vesztett a kockán,Програш у кості,Thua trong trò chơi xúc xắc
mind.game_of_dice_win,hint_mind_game_of_dice_win,Выигрыш в кости,Won in a dice game,Won in a dice game,Výhra kostkách,Vitória no jogo de dados,Ha ganado una partida de dados,Wygrana w kości,在一局骰子游戏中获胜,賭骰子贏了,さいころ賭博で勝った,주사위 게임에서 승리,Hat beim Würfelspiel gewonnen,A gagné aux dés,Vittoria ai dadi,Zarda kazandı,Nyert a kockán,Виграш у кості,Thắng trong trò chơi xúc xắc
mind.good_joke,hint_mind_good_joke,Рассказали шутку,Told a joke,Told a joke,Vyprávění vtipu,Contou uma piada,Le han contado un chiste,Opowiedziano dowcip,讲了个笑话,說了笑話,冗談を言った,농담을 함,Hat einen Witz erzählt,A raconté une blague,Ha raccontato una barzelletta,Şaka yaptı,Mondott egy viccet,Сказано жарт,Kể một câu chuyện cười
mind.hangover,hint_mind_hangover,Похмелье,Hangover,Hangover,Kocovina,Ressaca,Resaca,Kac,宿醉,宿醉,二日酔い,숙취,Verkatert,Gueule de bois,Sbornia,Akşamdan kalma,Másnaposság,Похмілля,Cơn say rượu
mind.nectar_hangover,hint_mind_nectar_hangover,Нектарное похмелье,Nectar hangover,Nectar hangover,Kocovina z nektaru,Ressaca de néctar,Resaca de néctar,Kac od nektaru,蜜酿宿醉,蜜露宿醉,ネクタルで二日酔い,넥타 숙취,Nach Nektargenuss verkatert,Redescente de nectar,Sbornia da nettare,Nektar yüzünden akşamdan kalma,Nektár okozta másnaposság,Нектарне похмілля,Cơn say mật hoa
mind.force_donate,hint_mind_force_donate,Был вынужден пожертвовать,Was forced to sacrifice,Was forced to sacrifice,Vynucená oběť,Sacrifício forçado,Se ha sacrificado a la fuerza,Zmuszono do ofiary,被迫牺牲,被迫捐獻,犠牲を強いられた,강제로 제물을 바침,Wurde zum Opfern gezwungen,A reçu l'ordre de faire un don,Obbligo di sacrificio,Kurban etmeye zorlandı,Áldozatra kényszerült,Примушено до пожертви,Bị buộc phải hy sinh
mind.hate,hint_mind_hate,Ненависть,Hatred,Hatred,Nenávist,Ódio,Odio,Nienawiść,仇恨,仇恨,憎悪,증오,Hass,Haine,Odio,Nefret,Gyűlölet,Ненависть,Thù hận
mind.homeless,hint_mind_homeless,Бездомный,Homelessness,Homelessness,Bezdomovectví,Sem casa,Sin hogar,Bezdomność,无家可归,無家可歸,路上生活,노숙,Obdachlosigkeit,Sans-abri,Senza casa,Evsizlik,Hajléktalanság,Бездомність,Vô gia cư
mind.hunt,hint_mind_hunt,Удачная охота,Successful hunt,Successful hunt,Úspěšný lov,Caça bem-sucedida,Cacería exitosa,Udane polowanie,狩猎成功,打獵順利,狩りがうまくいった,성공적인 사냥,Erfolgreiche Jagd,Chasse fructueuse,Caccia fruttuosa,Av başarılı,Sikeres vadászat,Успішне полювання,Săn bắn thành công
mind.immobilization,hint_mind_immobilization,Обездвиженность,Immobility,Immobility,Nehybnost,Imobilidade,Inmovilidad,Unieruchomienie,无法移动,動彈不得,不動,거동 불가,Lähmung,Immobilisation,Immobilità,Hareketsizlik,Nem tud mozogni,Нерухомість,Bất động
mind.lot_of_rings,hint_mind_no_rings,Очень много колец,Very many Rings,Very many Rings,Velmi mnoho prstenů,Numerosos anéis,Muchísimos anillos,Bardzo wiele pierścieni,极多圣戒,聖戒極多,リングがとても多い,신성 반지 아주 많음,Sehr viele Ringe,Abondance d'anneaux sacrés,Abbondanti anelli,Çok sayıda yüzük,Nagyon sok Gyűrű,Дуже багато перснів,Rất nhiều chiếc nhẫn
